Hotel_name,Review_Title,Review_Text,Sentiment,Rating_Percentage,,,,
"Radisson Chennai City Centre, India",Perfect,"It was very high quality stay. The reservation team were able to handle my special request. Room as very good, with high quality firings. Only sad was part of fluctuating WiFi.",3,65,,,,
"Radisson Chennai City Centre, India",Poor stay,"Guess! What greets you when you reach this hotel and just come out of your taxi. No, no garlands or a welcome drink but a bad smell of the drainage, I believe this is just opposite to this property. But other than that hotel is fine and stay was good. Though little dull than compared to other Radisson branded properties.",3,71,,,,
"Radisson Chennai City Centre, India",Cosy place to stay,Overall the hotel is a cosy place to stay. But they don't have any added facility for enjoyment. It is located in the hub of the city Nungambakkam. The staff members are very polite and caring. I preferred staying here as I had an appointment at Sankara Nethralaya which is absolutely in the proximity. My conclusion for this property- a wonderful stay!,3,86,,,,
"Radisson Chennai City Centre, India",Nice Hospitality and cleanliness,Nice hospitality and cleanliness it value for money you can stay there with family also I will suggest this for you.,3,65,,,,
"Radisson Chennai City Centre, India",,Good.,3,80,,,,
"Radisson Chennai City Centre, India",I had visited this hotel with my family. The transport facility was available at the hotel. The hotel appearance was good.,Conversation was not that much,3,86,,,,
"Radisson Chennai City Centre, India",Amazing Radisson blu,"Beautiful radisson blu with amazing facilities which will amaze you like Honda amaze. With amazing food with different varieties, with awesome service and good location ... Where you meet good people with good thinking with no bad thing in their mind.",3,86,,,,
"Radisson Chennai City Centre, India",Good,The service and stay was nice. The staff were friendly and approachable. The food was good and the ambience too. I would recommend people to stay in this Good option in reasonable price if you ate looking 4-5 star rated hotel”,3,86,,,,
"Radisson Chennai City Centre, India",A recommended stay for family,"The service and stay was nice. The staff were friendly and approachable. The food was good and the ambiance too. I would recommend people to stay in this hotel. The hotel is at a decent distance from the airport, which makes travelling easy. A good stay overall.",3,100,,,,
"Radisson Chennai City Centre, India",Review,"A Nice place to live at, a Little expensive though, but luxury comes at cost. All the basics amenities were provided. The hotel has a Nice bar and good three restaurant, the food was good but the in room dining menu was limited. Over all a good place with trained and cordial staff",3,100,,,,
"Radisson Chennai City Centre, India",The best place to stay when you are in Chennai.,"The best place to stay when in Chennai .. A perfect combo of right location, perfect cleaned hygienic rooms, tasty food, excellent service .. Do visit the place when in Chennai .. Rate it the best place.",3,100,,,,
"Radisson Chennai City Centre, India",Good experience,"Stayed for one night at the hotel. It is centrally located very near Anna Salai road. The rooms are good with all modern amentities, buffet spread is very good, the staff is helpful and ever smiling. Swimming pool is too small. Lobby needs to be made more comfortable with having good seating area",3,100,,,,
"Radisson Chennai City Centre, India",The Best Breakfast Buffet,"The hotel was in great condition, the service at the hotel lounge was average. The breakfast buffet was excellent, they had the best spread and good food.",3,80,,,,
"Radisson Chennai City Centre, India",,Fabulous and helpful staff. Great brand new hotel.,3,100,,,,
"Radisson Chennai City Centre, India",,"VERY DECENT DECOR AND COMFORTABLE STAY. GOOD FOOD, LAVISH BUFFET. VALUE FOR MONEY.",3,100,,,,
"Radisson Chennai City Centre, India",Great Service! :),"Fantastic service by staff at every touch point. They were very friendly and helpful, and especially so when we were stuck in Chennai due to the floods notwithstanding the hotel running at full occupancy. Cannot imagine staying at another hotel in such times - they have really taken good care of us!",3,100,,,,
"Radisson Chennai City Centre, India",,"Very nice multi cultural buffet breakfast 
Wonderful on site restaurants",3,100,,,,
"Radisson Chennai City Centre, India",Good place to stay,It was a wonderful experience .. The hotel is neat and the staffs are friendly too .. Overall recommended for short stays ..,3,100,,,,
"Radisson Chennai City Centre, India",Excellent,The hotel was very clean.  The hospitality was excellent. Friendly atmosphere.  You just feel at home.  Great hotel.,3,100,,,,
Hyatt Regency Chennai,Nice hotel to my convinience,"Descent security check, Warm welcome, good escort to the room and briefing, nice breakfast,other usual comforts.on the whole I enjoyed my stay. Thank you",3,100,,,,
Hyatt Regency Chennai,My Stay at the Hyatt,"Air conditioning will need further maintenance. For a 5 star hotel my room was very musty and needed to be changed. In addition, the temperate gauges did NOT work on my air condo and thus the room was freezing.

For events, the staff was really good and cooperative",3,80,,,,
Hyatt Regency Chennai,Professional hotel with mod cons close to work.,"Really enjoyed the Japanese and Chinese restaurants, menu and food were excellent. Rooms were clean and quiet. Used the shuttle service everyday and was very easy. Will stay again next time I am in Chennai for work.",3,80,,,,
Hyatt Regency Chennai,Not a 5 star hotel,I had a bad experience and will not visit this hotel again,1,20,,,,
Hyatt Regency Chennai,Hotel in town,"Very comfortable, there was an excellent selection of breakfast and dinner. Watch out for overpriced bottles of water though! 

The staff were extremely helpful. 

 Lovely outdoor swimming pool - but very dark in the evenings - could do with better signage and lighting.",3,100,,,,
Hyatt Regency Chennai,Won't get back to this hotel,"Hotel is not a 5 starts hotel anymore.
The neighborhood is in construction so you can't get out by walking.
The hotel has a ballroom so they have parties every night and you can hear it in the room (7th floor).
Breakfast is mostly Indian, so if you don't like Indian food you're in trouble.
The free WI-Fi is lousy",2,60,,,,
Hyatt Regency Chennai,Happy,Over all its great and pleasant services from entrance,3,100,,,,
Hyatt Regency Chennai,Fifth stay and excellent as always,My fifth stay at the hotel for business. Rooms are great and the restaurants are excellent although not cheap. The room service menu is very good though and reasonably priced. The best part about the hotel is the staff who are very friendly and always helpful.,3,100,,,,
Hyatt Regency Chennai,satisfied,enjoyable,3,100,,,,
Hyatt Regency Chennai,,"Most impressive service by staff in all areas. Good restaurants and fitness center. Beautiful hotel. Love the creative way the bathroom is set up that makes it both beautiful and functional. Love the many shelves in room and bathroom. However, the grout in the shower area looks like it needs some deep cleaning. Still, had a wonderful time at the hotel.",3,80,,,,
